Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Distance(mi),Hour_of_Day,Is_Weekend,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Infra_Feature_Count,Severity
54.0,14.0,29.71,10.0,14.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
85.0,33.0,29.07,10.0,5.0,0.0,0.103,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
56.0,84.0,29.94,10.0,14.0,0.0,0.081,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
54.0,86.0,30.17,9.0,6.0,0.0,0.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
84.0,72.0,29.19,10.0,12.0,0.0,0.0,9.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
95.0,12.0,29.85,10.0,13.8,0.0,0.0,18.0,False,True,False,False,False,False,False,False,False,True,False,False,True,3,2
47.0,93.0,29.26,6.0,9.0,0.04,0.389,8.0,False,True,False,False,False,False,False,False,False,False,False,False,False,1,2
75.2,73.0,29.98,9.0,15.0,0.0,0.0,12.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
82.0,3.0,29.01,10.0,24.0,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
86.0,23.0,28.68,10.0,8.0,0.0,0.7400000095367432,15.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
46.0,69.0,29.79,10.0,0.0,0.0,0.0,6.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
78.0,46.0,29.62,10.0,3.0,0.0,2.252,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,50.0,29.01,10.0,9.0,0.0,0.8029999999999999,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
54.0,53.0,30.03,10.0,7.0,0.0,0.0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,56.0,29.91,10.0,17.0,0.0,0.21,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
76.0,67.0,29.8,10.0,12.0,0.0,0.3700000047683716,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
92.0,25.0,29.76,10.0,14.0,0.0,0.063,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
43.0,82.0,29.8,9.0,0.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
88.0,52.0,29.4,10.0,8.0,0.0,2.888,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
44.1,85.0,30.09,10.0,5.0,0.0,0.246,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,74.0,30.22,10.0,25.3,0.0,0.01,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.2,51.0,30.1,10.0,16.1,0.0,0.0,9.0,False,False,False,True,False,False,False,False,False,False,True,False,False,2,2
67.0,84.0,29.13,8.0,0.0,0.0,0.405,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,28.0,30.13,10.0,13.0,0.0,5.3,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
60.0,33.0,29.74,10.0,5.0,0.0,0.015,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.0,81.0,29.71,10.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
72.0,48.0,28.14,10.0,13.0,0.0,0.0,15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,1,2
55.0,25.0,29.04,10.0,5.0,0.0,2.452,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,76.0,30.02,10.0,3.5,0.0,0.0,9.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,3
73.0,71.0,29.43,10.0,5.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
71.0,55.0,29.83,10.0,9.0,0.0,0.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
82.4,30.0,29.95,10.0,6.9,0.0,0.0,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
83.0,47.0,29.35,10.0,17.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.9,57.0,30.08,7.0,4.6,0.0,0.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,100.0,30.05,10.0,0.0,0.0,0.111,7.0,False,False,False,True,False,False,False,False,False,False,True,False,False,2,2
55.0,80.0,30.06,10.0,0.0,0.0,0.067,13.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
75.0,38.0,30.04,10.0,8.1,0.0,0.0,14.0,True,False,False,False,False,True,False,False,False,False,False,False,False,1,3
55.0,94.0,29.74,4.0,0.0,0.0,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
52.0,71.0,30.06,10.0,18.0,0.0,0.192,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
83.0,17.0,29.18,10.0,9.0,0.0,0.268,18.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
90.0,52.0,29.91,10.0,12.7,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
64.0,75.0,29.91,10.0,10.0,0.0,0.453,15.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
90.0,55.0,29.22,10.0,10.0,0.0,2.966,18.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
64.4,62.0,29.86,10.0,6.0,0.0,0.154,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
86.0,6.0,28.53,10.0,0.0,0.0,2.494,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
53.1,47.0,30.53,10.0,18.4,0.0,0.0,9.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
54.0,59.0,29.72,10.0,9.0,0.0,0.081,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
39.2,93.0,30.21,7.0,4.6,0.0,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
60.1,44.0,30.1,10.0,7.5,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,1,2
78.0,84.0,29.59,3.0,9.0,0.0,0.006,13.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
57.0,69.0,29.09,10.0,10.0,0.0,0.064,21.0,True,False,False,False,False,False,False,False,False,False,False,False,True,1,4
33.0,82.0,30.13,10.0,15.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
57.0,83.0,30.11,10.0,9.2,0.0,0.0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
55.0,96.0,29.68,2.0,5.0,0.27,0.053,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
71.0,57.0,29.74,10.0,3.0,0.0,0.0,10.0,True,False,False,True,False,False,False,False,False,False,False,False,True,2,2
55.0,77.0,29.82,10.0,0.0,0.0,0.146,23.0,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
72.0,38.0,29.56,3.0,3.0,0.0,0.064,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,55.0,30.36,10.0,4.6,0.0,0.01,11.0,True,True,False,False,False,False,False,False,False,True,False,False,False,2,2
68.0,52.0,29.34,10.0,7.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
40.0,70.0,29.3,10.0,5.0,0.0,0.0,7.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
54.95,74.0,29.9,10.0,9.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
74.0,21.0,29.85,10.0,0.0,0.0,0.0,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
53.0,61.0,29.51,10.0,7.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,78.0,29.83,9.0,0.0,0.0,0.0,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
53.1,100.0,30.11,2.0,4.6,0.0,0.0,10.0,True,False,False,False,False,True,False,False,False,False,False,False,False,1,2
78.0,36.0,29.86,10.0,12.0,0.0,0.195,17.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,96.0,29.97,10.0,3.0,0.0,0.158,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,84.0,29.8,10.0,6.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
93.0,3.0,29.86,10.0,8.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
91.0,18.0,29.76,10.0,9.0,0.0,0.0,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
62.0,60.0,29.89,10.0,7.0,0.0,0.249,18.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,46.0,29.81,10.0,8.1,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
68.0,81.0,30.11,10.0,9.2,0.0,0.0,21.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
82.4,23.0,30.04,10.0,4.6,0.0,0.01,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
67.0,66.0,29.89,10.0,5.0,0.0,0.005,14.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,28.0,29.38,10.0,12.0,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,78.0,29.78,3.0,0.0,0.0,0.0,4.0,True,False,False,False,False,False,False,False,False,False,False,False,True,1,2
25.0,92.0,29.79,6.0,14.0,0.0,10.979,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.9,63.0,29.98,10.0,4.6,0.0,0.272,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,64.0,29.88,10.0,7.0,0.0,0.581,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
43.0,87.0,29.89,10.0,0.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1
83.0,56.0,29.84,10.0,9.0,0.0,1.594,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
54.0,47.0,29.2,10.0,8.0,0.0,0.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
53.6,100.0,29.76,2.5,5.0,0.0,0.852,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
53.0,74.0,30.12,10.0,12.0,0.0,3.5980000000000003,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
72.0,49.0,29.97,10.0,13.0,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.0,35.0,29.7,25.0,9.0,0.0,0.0,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
80.6,45.0,29.85,10.0,12.7,0.0,0.156,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
75.0,41.0,30.12,10.0,0.0,0.0,0.0,11.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
37.0,82.0,30.04,10.0,5.0,0.0,1.013,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.0,70.0,29.99,10.0,12.0,0.0,0.0,10.0,True,False,False,False,False,True,False,False,False,False,False,False,False,1,3
61.0,64.0,30.02,2.5,8.1,0.17,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
72.0,64.0,29.94,10.0,7.0,0.0,0.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
69.0,81.0,29.21,10.0,17.0,0.0,0.076,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
60.0,38.0,30.04,10.0,3.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
69.1,22.0,30.27,10.0,15.0,0.0,0.01,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
55.9,49.0,30.24,10.0,16.1,0.0,0.0,22.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
55.0,83.0,29.6,6.0,5.0,0.0,0.106,13.0,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2
73.0,42.0,29.93,10.0,13.8,0.0,0.01,20.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
46.0,29.0,27.23,9.0,5.0,0.0,0.941,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
43.0,80.0,28.87,10.0,20.0,0.0,2.11,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
71.1,59.0,29.87,10.0,8.1,0.0,0.01,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
67.0,63.0,29.68,10.0,10.0,0.0,0.5920000000000001,14.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
71.0,78.0,30.24,10.0,14.0,0.0,0.035,13.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
59.0,63.0,30.01,10.0,8.1,0.0,2.527,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
45.0,74.0,29.34,10.0,8.0,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
42.0,92.0,29.92,10.0,3.0,0.0,0.99,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
80.0,54.0,29.68,10.0,0.0,0.0,0.027,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
67.0,87.0,29.85,10.0,9.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
97.0,37.0,29.2,10.0,6.0,0.0,0.184,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
78.1,42.0,30.04,10.0,8.1,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
88.0,55.0,29.36,10.0,7.0,0.0,0.74,10.0,True,False,False,False,False,True,False,False,False,False,False,False,False,1,2
55.0,53.0,29.72,10.0,12.0,0.0,1.248,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
63.3,26.0,30.38,10.0,12.7,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
52.0,83.0,29.75,5.0,25.3,0.03,0.01,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
63.0,46.0,29.8,10.0,12.7,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
52.0,76.0,30.2,10.0,3.0,0.0,0.877,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,22.0,29.09,10.0,17.0,0.0,0.0,18.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
73.0,41.0,29.91,10.0,9.0,0.0,0.01,11.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
62.0,60.0,29.99,10.0,12.7,0.0,0.01,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
81.0,88.0,29.84,8.0,5.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
53.0,100.0,30.07,10.0,7.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
89.0,34.0,29.16,10.0,9.0,0.0,0.083,13.0,False,False,False,True,False,False,False,False,False,True,False,False,True,3,2
57.0,13.0,29.24,10.0,15.0,0.0,1.032,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
65.0,84.0,29.14,2.0,3.0,0.0,0.062,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
69.0,20.0,29.96,10.0,5.0,0.0,3.779,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
78.8,78.0,29.86,10.0,9.0,0.0,0.0,22.0,False,False,False,False,False,True,False,False,False,False,False,False,True,2,3
45.0,42.0,30.01,10.0,0.0,0.0,0.014,13.0,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
55.0,51.0,29.82,10.0,23.0,0.0,1.7180000000000002,15.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
82.4,54.0,30.02,10.0,9.0,0.0,0.0,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
55.0,80.0,29.14,10.0,12.0,0.08,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
53.6,72.0,27.05,6.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
60.1,62.0,30.08,10.0,3.5,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
52.0,88.0,29.55,5.0,0.0,0.0,0.225,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,62.0,29.39,10.0,0.0,0.0,0.379,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
55.0,54.0,30.11,10.0,0.0,0.0,0.18,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,64.0,30.18,10.0,9.2,0.0,0.0,14.0,False,True,False,False,False,False,False,False,False,True,False,False,True,3,2
76.0,56.0,29.02,10.0,8.0,0.0,0.1369999999999999,11.0,False,True,False,False,False,False,False,False,False,False,False,False,False,1,2
86.0,15.0,30.01,10.0,5.8,0.0,0.414,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
43.0,89.0,30.44,10.0,13.8,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,94.0,29.54,2.0,24.0,0.0,0.063,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,41.0,29.58,10.0,9.0,0.0,0.0,18.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,48.0,30.25,10.0,6.9,0.0,0.0,11.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
66.2,18.0,30.0,10.0,12.7,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
102.2,12.0,29.85,10.0,5.8,0.0,1.4240000000000002,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
93.0,30.0,29.9,10.0,11.5,0.0,0.0,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,1,2
49.0,48.0,30.09,10.0,0.0,0.0,1.404,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,96.0,29.4,9.0,8.0,0.0,0.011,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
75.0,60.0,29.91,10.0,16.1,0.0,0.0,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
81.0,69.0,30.02,10.0,6.0,0.0,0.055,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,2,2
72.0,46.0,30.01,10.0,15.0,0.0,0.366,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
54.0,90.0,29.72,8.0,16.0,0.13,0.215,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,68.0,30.04,10.0,6.0,0.0,0.5429999999999999,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
47.0,77.0,29.89,10.0,0.0,0.0,0.092,23.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,19.0,29.23,10.0,0.0,0.0,0.152,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
45.3,81.0,29.97,10.0,7.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
53.0,66.0,30.21,9.0,6.0,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
87.0,63.0,29.34,10.0,3.0,0.0,0.7900000214576721,9.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
61.0,12.0,29.29,10.0,3.0,0.0,0.4370000000000001,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
40.0,89.0,30.18,10.0,0.0,0.0,2.154,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.9,59.0,29.91,10.0,5.8,0.0,0.465,12.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
98.0,17.0,29.68,10.0,9.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1
69.0,29.0,29.68,10.0,20.0,0.0,0.871,13.0,False,False,False,True,False,True,False,False,False,False,False,False,False,2,2
69.1,49.0,30.11,10.0,6.0,0.0,0.647,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
87.8,58.0,29.96,10.0,6.9,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
84.0,43.0,28.91,10.0,12.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,78.0,29.86,7.0,0.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
57.0,87.0,29.93,10.0,5.8,0.0,0.0,19.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
64.0,73.0,30.04,10.0,10.4,0.0,0.459,16.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
64.0,30.0,29.76,10.0,0.0,0.0,0.077,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,87.0,29.1,10.0,0.0,0.0,0.0,23.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3
47.0,90.0,30.01,5.0,8.0,0.06,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
58.0,70.0,29.95,10.0,7.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
72.0,44.0,29.88,10.0,20.0,0.0,0.118,17.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
75.0,34.0,30.02,10.0,12.0,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
83.0,69.0,29.28,10.0,0.0,0.0,0.92,21.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
78.1,46.0,29.87,7.0,11.5,0.0,0.0,14.0,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
71.0,51.0,29.95,10.0,9.0,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
41.0,93.0,29.67,10.0,3.0,0.0,0.56,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
60.0,49.0,30.15,10.0,7.0,0.0,0.0,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
77.0,52.0,29.75,10.0,0.0,0.0,0.104,13.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
87.0,61.0,29.45,10.0,8.0,0.0,1.0199999809265137,9.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
47.0,44.0,30.25,10.0,7.0,0.0,4.926,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
80.6,14.0,30.01,10.0,17.3,0.0,0.01,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
53.0,71.0,28.75,10.0,0.0,0.0,0.636,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.4,35.0,29.97,10.0,18.4,0.0,0.01,12.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
53.0,83.0,29.2,7.0,7.0,0.06,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,64.0,30.02,10.0,8.0,0.0,0.0,15.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
57.0,55.0,29.97,10.0,5.0,0.0,0.1,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
41.0,42.0,26.07,10.0,12.0,0.0,0.442,4.0,True,False,False,False,False,True,False,False,False,False,False,False,False,1,2
59.0,31.0,30.08,10.0,3.5,0.0,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
80.0,81.0,29.12,10.0,7.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
52.0,49.0,30.35,10.0,10.4,0.0,3.5,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
83.0,31.0,29.98,10.0,7.0,0.0,0.118,17.0,False,False,False,True,False,False,False,True,False,False,False,False,False,2,2
74.0,31.0,28.42,10.0,13.0,0.0,1.181,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
52.0,93.0,29.87,2.0,7.0,0.05,0.0,12.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,61.0,30.03,10.0,9.2,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
40.0,79.0,30.01,8.0,17.0,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
57.0,72.0,29.98,9.0,7.0,0.0,0.0,20.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
53.1,74.0,27.73,10.0,5.0,0.0,0.254,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,61.0,29.84,10.0,12.0,0.0,0.0,16.0,False,False,False,False,False,False,False,True,False,True,False,False,False,2,2
68.0,40.0,29.35,10.0,8.0,0.0,6.1,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
95.0,50.0,29.89,10.0,3.0,0.0,0.0,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
46.0,89.0,29.84,7.0,10.0,0.03,0.0,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,29.0,27.91,10.0,7.0,0.0,0.264,13.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
48.0,50.0,30.25,10.0,0.0,0.0,0.171,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.9,59.0,29.96,10.0,5.8,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
69.0,40.0,29.56,10.0,14.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,True,2,2
79.0,88.0,29.88,10.0,5.0,0.0,0.0,6.0,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2
69.8,94.0,29.93,10.0,6.9,0.0,0.01,7.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
59.0,67.0,30.0,4.0,5.0,0.0,0.664,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
37.0,36.0,28.14,10.0,13.0,0.0,0.8370000000000001,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
72.0,24.0,29.31,10.0,13.0,0.0,0.0,15.0,False,False,False,False,False,True,False,False,False,False,False,False,True,2,2
62.0,60.0,29.89,10.0,7.0,0.0,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
70.0,47.0,28.9,10.0,15.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
37.0,81.0,30.07,10.0,5.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
51.0,74.0,30.11,10.0,6.0,0.0,0.319,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
46.0,100.0,30.29,0.5,0.0,0.0,0.397,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
84.0,63.0,29.7,10.0,8.0,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
63.0,100.0,29.45,10.0,7.0,0.0,0.0,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
80.0,47.0,29.7,10.0,5.0,0.0,0.57,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.4,36.0,30.01,10.0,3.5,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
